,Year,Sport,Event,Country,Gender,Medal Rank,Medal,Name of Athlete or Team,Age of Athlete
292,1952,Figure Skating,Mixed Pairs,Hungary,Mixed,3,bronze,Hungary-1,
293,1952,Figure Skating,Women's Singles,Britain,Women,1,gold,Jeannette Altwegg,21.0
294,1952,Figure Skating,Women's Singles,United States,Women,2,silver,Tenley Albright,16.0
295,1952,Figure Skating,Women's Singles,France,Women,3,bronze,Jacqueline du Bief,21.0
296,1952,Ice Hockey,Men's Ice Hockey,Canada,Men,1,gold,Canada,
297,1952,Ice Hockey,Men's Ice Hockey,United States,Men,2,silver,United States,
298,1952,Ice Hockey,Men's Ice Hockey,Sweden,Men,3,bronze,Sweden,
299,1952,Nordic Combined,Men's Individual,Norway,Men,1,gold,Simon SlÃ¥ttvik,34.0
300,1952,Nordic Combined,Men's Individual,Finland,Men,2,silver,Heikki Hasu,25.0
301,1952,Nordic Combined,Men's Individual,Norway,Men,3,bronze,Sverre Stenersen,25.0
302,1952,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,1,gold,Arnfinn Bergmann,23.0
303,1952,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,2,silver,TorbjÃ¸rn Falkanger,24.0
304,1952,Ski Jumping,"Men's Normal Hill, Individual",Sweden,Men,3,bronze,Karl HolmstrÃ¶m,26.0
305,1952,Speedskating,Men's 500 Meters,United States,Men,1,gold,Ken Henry,23.0
306,1952,Speedskating,Men's 500 Meters,United States,Men,2,silver,Don McDermott,22.0
307,1952,Speedskating,Men's 500 Meters,Canada,Men,3,bronze,Gordon Audley,23.0
308,1952,Speedskating,Men's 500 Meters,Norway,Men,3,bronze,Arne Johansen,24.0
309,1952,Speedskating,"Men's 1,500 Meters",Norway,Men,1,gold,Hjalmar Andersen,28.0
310,1952,Speedskating,"Men's 1,500 Meters",Netherlands,Men,2,silver,Wim van der Voort,28.0
311,1952,Speedskating,"Men's 1,500 Meters",Norway,Men,3,bronze,Roald Aas,23.0
312,1952,Speedskating,"Men's 5,000 Meters",Norway,Men,1,gold,Hjalmar Andersen,28.0
313,1952,Speedskating,"Men's 5,000 Meters",Netherlands,Men,2,silver,Kees Broekman,24.0
314,1952,Speedskating,"Men's 5,000 Meters",Norway,Men,3,bronze,Sverre Haugli,26.0
315,1952,Speedskating,"Men's 10,000 Meters",Norway,Men,1,gold,Hjalmar Andersen,28.0
316,1952,Speedskating,"Men's 10,000 Meters",Netherlands,Men,2,silver,Kees Broekman,24.0
317,1952,Speedskating,"Men's 10,000 Meters",Sweden,Men,3,bronze,Carl-Erik Asplund,28.0
318,1956,Alpine Skiing,Men's Downhill,Austria,Men,1,gold,Toni Sailer,20.0
319,1956,Alpine Skiing,Men's Downhill,Switzerland,Men,2,silver,Raymond Fellay,24.0
320,1956,Alpine Skiing,Men's Downhill,Austria,Men,3,bronze,Anderl Molterer,24.0
321,1956,Alpine Skiing,Men's Giant Slalom,Austria,Men,1,gold,Toni Sailer,20.0
322,1956,Alpine Skiing,Men's Giant Slalom,Austria,Men,2,silver,Anderl Molterer,24.0
323,1956,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Walter Schuster,26.0
324,1956,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Toni Sailer,20.0
325,1956,Alpine Skiing,Men's Slalom,Japan,Men,2,silver,Chiharu Igaya,24.0
326,1956,Alpine Skiing,Men's Slalom,Sweden,Men,3,bronze,Stig Sollander,29.0
327,1956,Alpine Skiing,Women's Downhill,Switzerland,Women,1,gold,Madeleine Chamot-Berthod,24.0
328,1956,Alpine Skiing,Women's Downhill,Switzerland,Women,2,silver,Frieda DÃ¤nzer,24.0
329,1956,Alpine Skiing,Women's Downhill,Canada,Women,3,bronze,Lucile Wheeler,21.0
330,1956,Alpine Skiing,Women's Giant Slalom,Germany,Women,1,gold,Ossi Reichert,30.0
331,1956,Alpine Skiing,Women's Giant Slalom,Austria,Women,2,silver,Putzi Frandl,25.0
332,1956,Alpine Skiing,Women's Giant Slalom,Austria,Women,3,bronze,Thea Hochleitner,30.0
333,1956,Alpine Skiing,Women's Slalom,Switzerland,Women,1,gold,RenÃ©e Colliard,22.0
334,1956,Alpine Skiing,Women's Slalom,Austria,Women,2,silver,Regina SchÃ¶pf,20.0
335,1956,Alpine Skiing,Women's Slalom,Soviet Union,Women,3,bronze,Yevgeniya Kabina-Sidorova,25.0
336,1956,Bobsled,Men's Two,Italy,Men,1,gold,Italy-1,
337,1956,Bobsled,Men's Two,Italy,Men,2,silver,Italy-2,
338,1956,Bobsled,Men's Two,Switzerland,Men,3,bronze,Switzerland-1,
339,1956,Bobsled,Men's Four,Switzerland,Men,1,gold,Switzerland-1,
340,1956,Bobsled,Men's Four,Italy,Men,2,silver,Italy-2,
341,1956,Bobsled,Men's Four,United States,Men,3,bronze,United States-1,
342,1956,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,1,gold,Hallgeir Brenden,26.0
343,1956,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,2,silver,Sixten Jernberg,26.0
344,1956,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,Men,3,bronze,Pavel Kolchin,26.0
345,1956,Cross-Country Skiing,Men's 30 Kilometers,Finland,Men,1,gold,Veikko Hakulinen,31.0
346,1956,Cross-Country Skiing,Men's 30 Kilometers,Sweden,Men,2,silver,Sixten Jernberg,26.0
347,1956,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,3,bronze,Pavel Kolchin,26.0
348,1956,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,1,gold,Sixten Jernberg,26.0
349,1956,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,2,silver,Veikko Hakulinen,31.0
350,1956,Cross-Country Skiing,Men's 50 Kilometers,Soviet Union,Men,3,bronze,Fyodor Terentyev,30.0
351,1956,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,1,gold,Soviet Union,
352,1956,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,2,silver,Finland,
353,1956,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,3,bronze,Sweden,
354,1956,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Lyubov Kozyreva-Baranova,26.0
355,1956,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Radiya Yeroshina,25.0
356,1956,Cross-Country Skiing,Women's 10 Kilometers,Sweden,Women,3,bronze,Sonja EdstrÃ¶m-RuthstrÃ¶m,25.0
357,1956,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Finland,Women,1,gold,Finland,
358,1956,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,2,silver,Soviet Union,
359,1956,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Sweden,Women,3,bronze,Sweden,
360,1956,Figure Skating,Men's Singles,United States,Men,1,gold,Hayes Alan Jenkins,22.0
361,1956,Figure Skating,Men's Singles,United States,Men,2,silver,Ronnie Robertson,18.0
362,1956,Figure Skating,Men's Singles,United States,Men,3,bronze,David Jenkins,19.0
363,1956,Figure Skating,Mixed Pairs,Austria,Mixed,1,gold,Austria-1,
364,1956,Figure Skating,Mixed Pairs,Canada,Mixed,2,silver,Canada-1,
365,1956,Figure Skating,Mixed Pairs,Hungary,Mixed,3,bronze,Hungary,
366,1956,Figure Skating,Women's Singles,United States,Women,1,gold,Tenley Albright,20.0
367,1956,Figure Skating,Women's Singles,United States,Women,2,silver,Carol Heiss,16.0
368,1956,Figure Skating,Women's Singles,Austria,Women,3,bronze,Ingrid Wendl,15.0
369,1956,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
370,1956,Ice Hockey,Men's Ice Hockey,United States,Men,2,silver,United States,
371,1956,Ice Hockey,Men's Ice Hockey,Canada,Men,3,bronze,Canada,
372,1956,Nordic Combined,Men's Individual,Norway,Men,1,gold,Sverre Stenersen,29.0
373,1956,Nordic Combined,Men's Individual,Sweden,Men,2,silver,Bengt Eriksson,25.0
374,1956,Nordic Combined,Men's Individual,Poland,Men,3,bronze,Franciszek GÄ…sienica GroÅ„,24.0
375,1956,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,1,gold,Antti HyvÃ¤rinen,23.0
376,1956,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,2,silver,Aulis Kallakorpi,27.0
377,1956,Ski Jumping,"Men's Normal Hill, Individual",Germany,Men,3,bronze,Harry GlaÃŸ,25.0
378,1956,Speedskating,Men's 500 Meters,Soviet Union,Men,1,gold,Yevgeny Grishin,24.0
379,1956,Speedskating,Men's 500 Meters,Soviet Union,Men,2,silver,Rafael Grach,23.0
380,1956,Speedskating,Men's 500 Meters,Norway,Men,3,bronze,Alv Gjestvang,18.0
381,1956,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,1,gold,Yevgeny Grishin,24.0
382,1956,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,1,gold,Yury Mikhaylov,25.0
383,1956,Speedskating,"Men's 1,500 Meters",Finland,Men,3,bronze,Toivo Salonen,22.0
384,1956,Speedskating,"Men's 5,000 Meters",Soviet Union,Men,1,gold,Boris Shilkov,28.0
385,1956,Speedskating,"Men's 5,000 Meters",Sweden,Men,2,silver,Sigvard Ericsson,25.0
386,1956,Speedskating,"Men's 5,000 Meters",Soviet Union,Men,3,bronze,Oleg Goncharenko,24.0
387,1956,Speedskating,"Men's 10,000 Meters",Sweden,Men,1,gold,Sigvard Ericsson,25.0
388,1956,Speedskating,"Men's 10,000 Meters",Norway,Men,2,silver,Knut Johannesen,22.0
389,1956,Speedskating,"Men's 10,000 Meters",Soviet Union,Men,3,bronze,Oleg Goncharenko,24.0
390,1960,Alpine Skiing,Men's Downhill,France,Men,1,gold,Jean Vuarnet,22.0
391,1960,Alpine Skiing,Men's Downhill,Germany,Men,2,silver,Hans Peter Lanig,24.0
392,1960,Alpine Skiing,Men's Downhill,France,Men,3,bronze,Guy PÃ©rillat,19.0
393,1960,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,1,gold,Roger Staub,23.0
394,1960,Alpine Skiing,Men's Giant Slalom,Austria,Men,2,silver,Pepi Stiegler,22.0
395,1960,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Ernst Hinterseer,27.0
396,1960,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Ernst Hinterseer,27.0
397,1960,Alpine Skiing,Men's Slalom,Austria,Men,2,silver,Hias Leitner,24.0
398,1960,Alpine Skiing,Men's Slalom,France,Men,3,bronze,Charles Bozon,27.0
399,1960,Alpine Skiing,Women's Downhill,Germany,Women,1,gold,Heidi Biebl,19.0
400,1960,Alpine Skiing,Women's Downhill,United States,Women,2,silver,Penny Pitou,21.0
401,1960,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Traudl Hecher,16.0
402,1960,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,1,gold,Yvonne RÃ¼egg,28.0
403,1960,Alpine Skiing,Women's Giant Slalom,United States,Women,2,silver,Penny Pitou,21.0
404,1960,Alpine Skiing,Women's Giant Slalom,Italy,Women,3,bronze,Giuliana Chenal-Minuzzo,28.0
405,1960,Alpine Skiing,Women's Slalom,Canada,Women,1,gold,Anne Heggtveit,21.0
406,1960,Alpine Skiing,Women's Slalom,United States,Women,2,silver,Betsy Snite,21.0
407,1960,Alpine Skiing,Women's Slalom,Germany,Women,3,bronze,Barbi Henneberger,19.0
408,1960,Biathlon,Men's 20 Kilometers,Sweden,Men,1,gold,Klas Lestander,28.0
409,1960,Biathlon,Men's 20 Kilometers,Finland,Men,2,silver,Antti TyrvÃ¤inen,26.0
410,1960,Biathlon,Men's 20 Kilometers,Soviet Union,Men,3,bronze,Aleksandr Privalov,26.0
411,1960,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,1,gold,HÃ¥kon Brusveen,32.0
412,1960,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,2,silver,Sixten Jernberg,31.0
413,1960,Cross-Country Skiing,Men's 15 Kilometers,Finland,Men,3,bronze,Veikko Hakulinen,35.0
414,1960,Cross-Country Skiing,Men's 30 Kilometers,Sweden,Men,1,gold,Sixten Jernberg,31.0
415,1960,Cross-Country Skiing,Men's 30 Kilometers,Sweden,Men,2,silver,Rolf RÃ¤mgÃ¥rd,25.0
416,1960,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,3,bronze,Nikolay Anikin,28.0
417,1960,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,1,gold,Kalevi HÃ¤mÃ¤lÃ¤inen,27.0
418,1960,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,2,silver,Veikko Hakulinen,35.0
419,1960,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,3,bronze,Rolf RÃ¤mgÃ¥rd,25.0
420,1960,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,1,gold,Finland,
421,1960,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,2,silver,Norway,
422,1960,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,3,bronze,Soviet Union,
423,1960,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Mariya Gusakova,29.0
424,1960,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Lyubov Kozyreva-Baranova,30.0
425,1960,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,3,bronze,Radiya Yeroshina,29.0
426,1960,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Sweden,Women,1,gold,Sweden,
427,1960,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,2,silver,Soviet Union,
428,1960,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Finland,Women,3,bronze,Finland,
429,1960,Figure Skating,Men's Singles,United States,Men,1,gold,David Jenkins,23.0
430,1960,Figure Skating,Men's Singles,Czechoslovakia,Men,2,silver,Karol DivÃ­n,23.0
431,1960,Figure Skating,Men's Singles,Canada,Men,3,bronze,Don Jackson,19.0
432,1960,Figure Skating,Mixed Pairs,Canada,Mixed,1,gold,Canada-1,
433,1960,Figure Skating,Mixed Pairs,Germany,Mixed,2,silver,Germany-1,
434,1960,Figure Skating,Mixed Pairs,United States,Mixed,3,bronze,United States-1,
435,1960,Figure Skating,Women's Singles,United States,Women,1,gold,Carol Heiss,20.0
436,1960,Figure Skating,Women's Singles,Netherlands,Women,2,silver,Sjoukje Dijkstra,18.0
437,1960,Figure Skating,Women's Singles,United States,Women,3,bronze,Barbara Ann Roles,18.0
438,1960,Ice Hockey,Men's Ice Hockey,United States,Men,1,gold,United States,
439,1960,Ice Hockey,Men's Ice Hockey,Canada,Men,2,silver,Canada,
440,1960,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,3,bronze,Soviet Union,
441,1960,Nordic Combined,Men's Individual,Germany,Men,1,gold,Georg Thoma,22.0
442,1960,Nordic Combined,Men's Individual,Norway,Men,2,silver,Tormod Knutsen,28.0
443,1960,Nordic Combined,Men's Individual,Soviet Union,Men,3,bronze,Nikolay Gusakov,25.0
444,1960,Ski Jumping,"Men's Normal Hill, Individual",Germany,Men,1,gold,Helmut Recknagel,22.0
445,1960,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,2,silver,Niilo Halonen,19.0
446,1960,Ski Jumping,"Men's Normal Hill, Individual",Austria,Men,3,bronze,Otto Leodolter,23.0
447,1960,Speedskating,Men's 500 Meters,Soviet Union,Men,1,gold,Yevgeny Grishin,28.0
448,1960,Speedskating,Men's 500 Meters,United States,Men,2,silver,Bill Disney,27.0
449,1960,Speedskating,Men's 500 Meters,Soviet Union,Men,3,bronze,Rafael Grach,27.0
450,1960,Speedskating,"Men's 1,500 Meters",Norway,Men,1,gold,Roald Aas,31.0
451,1960,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,1,gold,Yevgeny Grishin,28.0
452,1960,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,3,bronze,Boris Stenin,25.0
453,1960,Speedskating,"Men's 5,000 Meters",Soviet Union,Men,1,gold,Viktor Kosichkin,21.0
454,1960,Speedskating,"Men's 5,000 Meters",Norway,Men,2,silver,Knut Johannesen,26.0
455,1960,Speedskating,"Men's 5,000 Meters",Netherlands,Men,3,bronze,Jan Pesman,28.0
456,1960,Speedskating,"Men's 10,000 Meters",Norway,Men,1,gold,Knut Johannesen,26.0
457,1960,Speedskating,"Men's 10,000 Meters",Soviet Union,Men,2,silver,Viktor Kosichkin,21.0
458,1960,Speedskating,"Men's 10,000 Meters",Sweden,Men,3,bronze,Kjell BÃ¤ckman,25.0
459,1960,Speedskating,Women's 500 Meters,Germany,Women,1,gold,Helga Haase,25.0
460,1960,Speedskating,Women's 500 Meters,Soviet Union,Women,2,silver,Nataliya Donchenko,27.0
461,1960,Speedskating,Women's 500 Meters,United States,Women,3,bronze,Jeanne Ashworth,21.0
462,1960,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,1,gold,Klara Guseva-Nesterova,22.0
463,1960,Speedskating,"Women's 1,000 Meters",Germany,Women,2,silver,Helga Haase,25.0
464,1960,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,3,bronze,Tamara Rylova,28.0
465,1960,Speedskating,"Women's 1,500 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,20.0
466,1960,Speedskating,"Women's 1,500 Meters",Poland,Women,2,silver,Elwira SeroczyÅ„ska,28.0
467,1960,Speedskating,"Women's 1,500 Meters",Poland,Women,3,bronze,Helena Pilejczyk,28.0
468,1960,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,20.0
469,1960,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,2,silver,Valentina Stenina,25.0
470,1960,Speedskating,"Women's 3,000 Meters",Finland,Women,3,bronze,Eevi Huttunen,37.0
471,1964,Alpine Skiing,Men's Downhill,Austria,Men,1,gold,Egon Zimmermann,24.0
472,1964,Alpine Skiing,Men's Downhill,France,Men,2,silver,LÃ©o Lacroix,26.0
473,1964,Alpine Skiing,Men's Downhill,Germany,Men,3,bronze,Wolfgang Bartels,23.0
474,1964,Alpine Skiing,Men's Giant Slalom,France,Men,1,gold,FranÃ§ois Bonlieu,26.0
475,1964,Alpine Skiing,Men's Giant Slalom,Austria,Men,2,silver,Karl Schranz,25.0
476,1964,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Pepi Stiegler,26.0
477,1964,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Pepi Stiegler,26.0
478,1964,Alpine Skiing,Men's Slalom,United States,Men,2,silver,Billy Kidd,20.0
479,1964,Alpine Skiing,Men's Slalom,United States,Men,3,bronze,Jimmy Heuga,20.0
480,1964,Alpine Skiing,Women's Downhill,Austria,Women,1,gold,Christl Haas,20.0
481,1964,Alpine Skiing,Women's Downhill,Austria,Women,2,silver,Edith Zimmermann,22.0
482,1964,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Traudl Hecher,20.0
483,1964,Alpine Skiing,Women's Giant Slalom,France,Women,1,gold,Marielle Goitschel,18.0
484,1964,Alpine Skiing,Women's Giant Slalom,France,Women,2,silver,Christine Goitschel,19.0
485,1964,Alpine Skiing,Women's Giant Slalom,United States,Women,2,silver,Jean Saubert,21.0
486,1964,Alpine Skiing,Women's Slalom,France,Women,1,gold,Christine Goitschel,19.0
487,1964,Alpine Skiing,Women's Slalom,France,Women,2,silver,Marielle Goitschel,18.0
488,1964,Alpine Skiing,Women's Slalom,United States,Women,3,bronze,Jean Saubert,21.0
489,1964,Biathlon,Men's 20 Kilometers,Soviet Union,Men,1,gold,Vladimir Melanin,30.0
490,1964,Biathlon,Men's 20 Kilometers,Soviet Union,Men,2,silver,Aleksandr Privalov,30.0
491,1964,Biathlon,Men's 20 Kilometers,Norway,Men,3,bronze,Olav Jordet,24.0
492,1964,Bobsled,Men's Two,Britain,Men,1,gold,Britain-1,
493,1964,Bobsled,Men's Two,Italy,Men,2,silver,Italy-2,
494,1964,Bobsled,Men's Two,Italy,Men,3,bronze,Italy-1,
495,1964,Bobsled,Men's Four,Canada,Men,1,gold,Canada-1,
496,1964,Bobsled,Men's Four,Austria,Men,2,silver,Austria-1,
497,1964,Bobsled,Men's Four,Italy,Men,3,bronze,Italy-2,
498,1964,Cross-Country Skiing,Men's 15 Kilometers,Finland,Men,1,gold,Eero MÃ¤ntyranta,26.0
499,1964,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,2,silver,Harald GrÃ¸nningen,29.0
500,1964,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,3,bronze,Sixten Jernberg,34.0
501,1964,Cross-Country Skiing,Men's 30 Kilometers,Finland,Men,1,gold,Eero MÃ¤ntyranta,26.0
502,1964,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,2,silver,Harald GrÃ¸nningen,29.0
503,1964,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,3,bronze,Igor Voronchikhin,25.0
504,1964,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,1,gold,Sixten Jernberg,34.0
505,1964,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,2,silver,Assar RÃ¶nnlund,28.0
506,1964,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,3,bronze,Arto Tiainen,33.0
507,1964,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,1,gold,Sweden,
508,1964,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,2,silver,Finland,
509,1964,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,3,bronze,Soviet Union,
510,1964,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,1,gold,Klavdiya Boyarskikh,24.0
511,1964,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,2,silver,Mirja Lehtonen,21.0
512,1964,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,3,bronze,Alevtina Kolchina,33.0
513,1964,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Klavdiya Boyarskikh,24.0
514,1964,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Yevdokiya Mekshilo,32.0
515,1964,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,3,bronze,Mariya Gusakova,32.0
516,1964,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,1,gold,Soviet Union,
517,1964,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Sweden,Women,2,silver,Sweden,
518,1964,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Finland,Women,3,bronze,Finland,
519,1964,Figure Skating,Men's Singles,Germany,Men,1,gold,Manfred Schnelldorfer,20.0
520,1964,Figure Skating,Men's Singles,France,Men,2,silver,Alain Calmat,23.0
521,1964,Figure Skating,Men's Singles,United States,Men,3,bronze,Scotty Allen,14.0
522,1964,Figure Skating,Mixed Pairs,Soviet Union,Mixed,1,gold,Soviet Union-1,
523,1964,Figure Skating,Mixed Pairs,Germany,Mixed,2,silver,Germany-1,
524,1964,Figure Skating,Women's Singles,Netherlands,Women,1,gold,Sjoukje Dijkstra,21.0
525,1964,Figure Skating,Women's Singles,Austria,Women,2,silver,Regine Heitzer,19.0
526,1964,Figure Skating,Women's Singles,Canada,Women,3,bronze,Petra Burka,17.0
527,1964,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
528,1964,Ice Hockey,Men's Ice Hockey,Sweden,Men,2,silver,Sweden,
529,1964,Ice Hockey,Men's Ice Hockey,Czechoslovakia,Men,3,bronze,Czechoslovakia,
530,1964,Luge,Men's Singles,Germany,Men,1,gold,Thomas KÃ¶hler,23.0
531,1964,Luge,Men's Singles,Germany,Men,2,silver,Klaus-Michael Bonsack,22.0
532,1964,Luge,Men's Singles,Germany,Men,3,bronze,Hans Plenk,25.0
533,1964,Luge,Men's Doubles,Austria,Men,1,gold,Austria-1,
534,1964,Luge,Men's Doubles,Austria,Men,2,silver,Austria-2,
535,1964,Luge,Men's Doubles,Italy,Men,3,bronze,Italy-1,
536,1964,Luge,Women's Singles,Germany,Women,1,gold,Ortrun Enderlein,20.0
537,1964,Luge,Women's Singles,Germany,Women,2,silver,Ilse Geisler,23.0
538,1964,Luge,Women's Singles,Austria,Women,3,bronze,Leni Thurner,25.0
539,1964,Nordic Combined,Men's Individual,Norway,Men,1,gold,Tormod Knutsen,32.0
540,1964,Nordic Combined,Men's Individual,Soviet Union,Men,2,silver,Nikolay Kiselyov,24.0
541,1964,Nordic Combined,Men's Individual,Germany,Men,3,bronze,Georg Thoma,26.0
542,1964,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,1,gold,Veikko Kankkonen,24.0
543,1964,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,2,silver,Toralf Engan,27.0
544,1964,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,3,bronze,Torgeir BrandtzÃ¦g,22.0
545,1964,Ski Jumping,"Men's Large Hill, Individual",Norway,Men,1,gold,Toralf Engan,27.0
